Gene stable ID	Transcript stable ID	Human gene stable ID	Human gene name	Human protein or transcript stable ID	Human chromosome/scaffold name	Human chromosome/scaffold start (bp)	Human homology type	Human orthology confidence [0 low, 1 high]
ENSTGUG00000009327	ENSTGUT00000009712	ENSG00000274750	HIST1H3E	ENSP00000489282	6	26224199	ortholog_one2many	0
ENSTGUG00000009327	ENSTGUT00000009712	ENSG00000275714	HIST1H3A	ENSP00000480826	6	26020490	ortholog_one2many	0
ENSTGUG00000009327	ENSTGUT00000009712	ENSG00000273983	HIST1H3G	ENSP00000484638	6	26269405	ortholog_one2many	0
ENSTGUG00000009327	ENSTGUT00000009712	ENSG00000168148	HIST3H3	ENSP00000355657	1	228424845	ortholog_one2many	0
ENSTGUG00000009327	ENSTGUT00000009712	ENSG00000197153	HIST1H3J	ENSP00000352252	6	27890382	ortholog_one2many	1
ENSTGUG00000009328	ENSTGUT00000009783	ENSG00000053900	ANAPC4	ENSP00000426654	4	25377213	ortholog_one2many	1
ENSTGUG00000009329	ENSTGUT00000009714	ENSG00000270882	HIST2H4A	ENSP00000462667	1	149832659	ortholog_one2one	0
ENSTGUG00000009330	ENSTGUT00000009721	ENSG00000167244	IGF2	ENSP00000391826	11	2129112	ortholog_one2one	1
ENSTGUG00000009331	ENSTGUT00000009716							
ENSTGUG00000009332	ENSTGUT00000009718	ENSG00000187475	HIST1H1T	ENSP00000341214	6	26107419	ortholog_many2many	0
ENSTGUG00000009332	ENSTGUT00000009718	ENSG00000187166	H1FNT	ENSP00000334805	12	48328980	ortholog_many2many	0
ENSTGUG00000009333	ENSTGUT00000009732	ENSG00000058799	YIPF1	ENSP00000072644	1	53851719	ortholog_one2one	1
ENSTGUG00000009334	ENSTGUT00000009723	ENSG00000114405	C3orf14	ENSP00000418086	3	62318973	ortholog_one2one	1
ENSTGUG00000009335	ENSTGUT00000009720							
ENSTGUG00000009336	ENSTGUT00000009724	ENSG00000246705	H2AFJ	ENSP00000438553	12	14774383	ortholog_one2many	1
ENSTGUG00000009337	ENSTGUT00000009729	ENSG00000163347	CLDN1	ENSP00000295522	3	190305707	ortholog_one2one	1
ENSTGUG00000009338	ENSTGUT00000009728	ENSG00000214026	MRPL23	ENSP00000380466	11	1947278	ortholog_one2many	1
ENSTGUG00000009338	ENSTGUT00000009728	ENSG00000276345	AC004556.1	ENSP00000478035	KI270721.1	2585	ortholog_one2many	1
ENSTGUG00000009339	ENSTGUT00000009734	ENSG00000153266	FEZF2	ENSP00000283268	3	62369681	ortholog_one2one	1
ENSTGUG00000009340	ENSTGUT00000009764	ENSG00000163510	CWC22	ENSP00000387006	2	179944876	ortholog_one2many	1
ENSTGUG00000009341	ENSTGUT00000009725	ENSG00000275663	HIST1H4G	ENSP00000477870	6	26246681	ortholog_one2many	0
ENSTGUG00000009342	ENSTGUT00000009730	ENSG00000187475	HIST1H1T	ENSP00000341214	6	26107419	ortholog_many2many	0
ENSTGUG00000009342	ENSTGUT00000009730	ENSG00000187166	H1FNT	ENSP00000334805	12	48328980	ortholog_many2many	0
ENSTGUG00000009343	ENSTGUT00000009772	ENSG00000130595	TNNT3	ENSP00000370975	11	1919703	ortholog_one2one	1
ENSTGUG00000009344	ENSTGUT00000009752	ENSG00000026652	AGPAT4	ENSP00000314036	6	161129967	ortholog_one2one	1
ENSTGUG00000009345	ENSTGUT00000009762	ENSG00000090530	P3H2	ENSP00000316881	3	189956728	ortholog_one2one	1
ENSTGUG00000009346	ENSTGUT00000009740	ENSG00000135127	BICDL1	ENSP00000380690	12	119989869	ortholog_one2one	1
ENSTGUG00000009347	ENSTGUT00000009737	ENSG00000164508	HIST1H2AA	ENSP00000297012	6	25726132	ortholog_one2many	0
ENSTGUG00000009348	ENSTGUT00000009733	ENSG00000211452	DIO1	ENSP00000354643	1	53891239	ortholog_one2many	1
ENSTGUG00000009349	ENSTGUT00000009758							
ENSTGUG00000009350	ENSTGUT00000009736	ENSG00000081870	HSPB11	ENSP00000194214	1	53916574	ortholog_one2one	1
ENSTGUG00000009351	ENSTGUT00000009745	ENSG00000116212	LRRC42	ENSP00000360421	1	53946085	ortholog_one2one	1
ENSTGUG00000009352	ENSTGUT00000009802							
ENSTGUG00000009353	ENSTGUT00000009743							
ENSTGUG00000009354	ENSTGUT00000009754	ENSG00000119929	CUTC	ENSP00000359507	10	99702558	ortholog_one2one	1
ENSTGUG00000009355	ENSTGUT00000009742							
ENSTGUG00000009356	ENSTGUT00000009826	ENSG00000185989	RASA3	ENSP00000335029	13	113977783	ortholog_one2one	1
ENSTGUG00000009357	ENSTGUT00000009744	ENSG00000164508	HIST1H2AA	ENSP00000297012	6	25726132	ortholog_one2many	0
ENSTGUG00000009358	ENSTGUT00000009747	ENSG00000075131	TIPIN	ENSP00000261881	15	66336191	ortholog_one2many	1
ENSTGUG00000009359	ENSTGUT00000009753	ENSG00000111737	RAB35	ENSP00000229340	12	120095099	ortholog_one2one	1
ENSTGUG00000009360	ENSTGUT00000009746							
ENSTGUG00000009361	ENSTGUT00000009749	ENSG00000203985	LDLRAD1	ENSP00000360411	1	54007298	ortholog_one2one	1
ENSTGUG00000009361	ENSTGUT00000009751	ENSG00000203985	LDLRAD1	ENSP00000360411	1	54007298	ortholog_one2one	1
ENSTGUG00000009362	ENSTGUT00000009748							
ENSTGUG00000009363	ENSTGUT00000009787	ENSG00000169032	MAP2K1	ENSP00000302486	15	66386817	ortholog_one2one	1
ENSTGUG00000009364	ENSTGUT00000009750							
ENSTGUG00000009365	ENSTGUT00000009755	ENSG00000164508	HIST1H2AA	ENSP00000297012	6	25726132	ortholog_one2many	1
ENSTGUG00000009366	ENSTGUT00000009777	ENSG00000116209	TMEM59	ENSP00000234831	1	54026681	ortholog_one2one	1
ENSTGUG00000009367	ENSTGUT00000009759	ENSG00000185345	PRKN	ENSP00000355865	6	161347417	ortholog_one2one	1
ENSTGUG00000009368	ENSTGUT00000009771	ENSG00000285932	AL133353.2	ENSP00000497114	10	99651595	ortholog_many2many	0
ENSTGUG00000009368	ENSTGUT00000009771	ENSG00000014919	COX15	ENSP00000016171	10	99711844	ortholog_many2many	1
ENSTGUG00000009369	ENSTGUT00000009843	ENSG00000089154	GCN1	ENSP00000300648	12	120127202	ortholog_one2one	1
ENSTGUG00000009370	ENSTGUT00000009757	ENSG00000187475	HIST1H1T	ENSP00000341214	6	26107419	ortholog_many2many	0
ENSTGUG00000009370	ENSTGUT00000009757	ENSG00000187166	H1FNT	ENSP00000334805	12	48328980	ortholog_many2many	0
ENSTGUG00000009371	ENSTGUT00000009760							
ENSTGUG00000009372	ENSTGUT00000009761							
ENSTGUG00000009373	ENSTGUT00000009798	ENSG00000011258	MBTD1	ENSP00000468304	17	51177425	ortholog_one2one	1
ENSTGUG00000009374	ENSTGUT00000009763							
ENSTGUG00000009375	ENSTGUT00000009788	ENSG00000131941	RHPN2	ENSP00000254260	19	32978592	ortholog_one2many	1
ENSTGUG00000009376	ENSTGUT00000009769	ENSG00000112530	PACRG	ENSP00000337946	6	162727132	ortholog_one2one	1
ENSTGUG00000009377	ENSTGUT00000009791	ENSG00000073282	TP63	ENSP00000264731	3	189631389	ortholog_one2one	1
ENSTGUG00000009378	ENSTGUT00000009766							
ENSTGUG00000009379	ENSTGUT00000009776	ENSG00000103540	CCP110	ENSP00000370803	16	19523811	ortholog_one2one	1
ENSTGUG00000009380	ENSTGUT00000009767							
ENSTGUG00000009381	ENSTGUT00000009768	ENSG00000164508	HIST1H2AA	ENSP00000297012	6	25726132	ortholog_one2many	0
ENSTGUG00000009382	ENSTGUT00000009770	ENSG00000178878	APOLD1	ENSP00000324277	12	12725917	ortholog_one2one	1
ENSTGUG00000009383	ENSTGUT00000009774	ENSG00000112531	QKI	ENSP00000355094	6	163414000	ortholog_one2one	1
ENSTGUG00000009384	ENSTGUT00000009845	ENSG00000115232	ITGA4	ENSP00000380227	2	181457202	ortholog_one2one	1
ENSTGUG00000009385	ENSTGUT00000009800	ENSG00000213782	DDX47	ENSP00000350698	12	12813316	ortholog_one2one	1
ENSTGUG00000009386	ENSTGUT00000009784	ENSG00000171130	ATP6V0E2	ENSP00000411672	7	149872968	ortholog_one2one	0
ENSTGUG00000009387	ENSTGUT00000009773							
ENSTGUG00000009388	ENSTGUT00000009779	ENSG00000130592	LSP1	ENSP00000371194	11	1852970	ortholog_one2one	1
ENSTGUG00000009388	ENSTGUT00000009780	ENSG00000130592	LSP1	ENSP00000371194	11	1852970	ortholog_one2one	1
ENSTGUG00000009389	ENSTGUT00000009775							
ENSTGUG00000009390	ENSTGUT00000009834	ENSG00000112541	PDE10A	ENSP00000355847	6	165327287	ortholog_one2one	1
ENSTGUG00000009391	ENSTGUT00000009778	ENSG00000006007	GDE1	ENSP00000261386	16	19501693	ortholog_one2many	1
ENSTGUG00000009392	ENSTGUT00000009782	ENSG00000116205	TCEANC2	ENSP00000234827	1	54053584	ortholog_one2one	1
ENSTGUG00000009393	ENSTGUT00000009795	ENSG00000103534	TMC5	ENSP00000379531	16	19410496	ortholog_one2one	1
ENSTGUG00000009394	ENSTGUT00000009792	ENSG00000130598	TNNI2	ENSP00000371336	11	1838981	ortholog_one2one	1
ENSTGUG00000009395	ENSTGUT00000009827	ENSG00000081138	CDH7	ENSP00000381058	18	65750252	ortholog_one2one	1
ENSTGUG00000009396	ENSTGUT00000009785							
ENSTGUG00000009397	ENSTGUT00000009789	ENSG00000168228	ZCCHC4	ENSP00000303468	4	25312774	ortholog_one2one	1
ENSTGUG00000009398	ENSTGUT00000009796	ENSG00000198018	ENTPD7	ENSP00000359520	10	99659509	ortholog_one2one	1
ENSTGUG00000009399	ENSTGUT00000009786	ENSG00000157211	CDCP2	ENSP00000489959	1	54132968	ortholog_one2one	1
ENSTGUG00000009400	ENSTGUT00000009793	ENSG00000215883	CYB5RL	ENSP00000434343	1	54169651	ortholog_one2many	1
ENSTGUG00000009400	ENSTGUT00000009793	ENSG00000256407	AL357673.1	ENSP00000490901	1	54132686	ortholog_one2many	0
ENSTGUG00000009401	ENSTGUT00000009808	ENSG00000076650	GPATCH1	ENSP00000170564	19	33080880	ortholog_one2one	1
ENSTGUG00000009402	ENSTGUT00000009790							
ENSTGUG00000009403	ENSTGUT00000009825	ENSG00000174444	RPL4	ENSP00000311430	15	66498015	ortholog_one2one	1
ENSTGUG00000009404	ENSTGUT00000009804	ENSG00000038210	PI4K2B	ENSP00000264864	4	25234033	ortholog_one2many	1
ENSTGUG00000009404	ENSTGUT00000009804	ENSG00000281028	AC104662.2	ENSP00000423373	4	25160663	ortholog_one2many	1
ENSTGUG00000009405	ENSTGUT00000009807	ENSG00000149043	SYT8	ENSP00000371394	11	1828307	ortholog_one2one	1
ENSTGUG00000009406	ENSTGUT00000009806	ENSG00000116221	MRPL37	ENSP00000473980	1	54184041	ortholog_one2one	1
ENSTGUG00000009407	ENSTGUT00000009794							
ENSTGUG00000009408	ENSTGUT00000009799	ENSG00000145012	LPP	ENSP00000491657	3	188153284	ortholog_one2one	1
ENSTGUG00000009409	ENSTGUT00000009797							
ENSTGUG00000009410	ENSTGUT00000009801	ENSG00000155287	SLC25A28	ENSP00000359526	10	99610522	ortholog_one2one	1
ENSTGUG00000009411	ENSTGUT00000009811	ENSG00000170537	TMC7	ENSP00000455041	16	18983934	ortholog_one2one	1
ENSTGUG00000009412	ENSTGUT00000009813	ENSG00000011260	UTP18	ENSP00000225298	17	51260546	ortholog_one2one	1
ENSTGUG00000009413	ENSTGUT00000009819	ENSG00000113916	BCL6	ENSP00000384371	3	187721377	ortholog_one2one	1
ENSTGUG00000009414	ENSTGUT00000009805	ENSG00000111291	GPRC5D	ENSP00000228887	12	12940775	ortholog_one2many	1
ENSTGUG00000009414	ENSTGUT00000009805	ENSG00000013588	GPRC5A	ENSP00000014914	12	12890782	ortholog_one2many	1
ENSTGUG00000009415	ENSTGUT00000009803	ENSG00000119919	NKX2-3	ENSP00000342828	10	99532942	ortholog_one2one	1
ENSTGUG00000009416	ENSTGUT00000009812	ENSG00000285258	ATXN7	ENSP00000295900	3	63864557	ortholog_many2many	1
ENSTGUG00000009416	ENSTGUT00000009812	ENSG00000163635	ATXN7	ENSP00000439585	3	63898399	ortholog_many2many	1
ENSTGUG00000009417	ENSTGUT00000009820	ENSG00000109618	SEPSECS	ENSP00000371535	4	25120014	ortholog_one2one	1
ENSTGUG00000009418	ENSTGUT00000009814	ENSG00000120053	GOT1	ENSP00000359539	10	99396870	ortholog_one2one	1
ENSTGUG00000009419	ENSTGUT00000009809	ENSG00000013583	HEBP1	ENSP00000014930	12	12974870	ortholog_one2many	1
ENSTGUG00000009420	ENSTGUT00000009831	ENSG00000157216	SSBP3	ENSP00000360371	1	54225432	ortholog_one2one	1
ENSTGUG00000009421	ENSTGUT00000009816							
ENSTGUG00000009422	ENSTGUT00000009817	ENSG00000130881	LRP3	ENSP00000253193	19	33177603	ortholog_one2one	1
ENSTGUG00000009423	ENSTGUT00000009810							
ENSTGUG00000009424	ENSTGUT00000009823	ENSG00000084444	FAM234B	ENSP00000197268	12	13044381	ortholog_one2one	1
ENSTGUG00000009425	ENSTGUT00000009821	ENSG00000167186	COQ7	ENSP00000322316	16	19067614	ortholog_one2one	1
ENSTGUG00000009426	ENSTGUT00000009815	ENSG00000188817	SNTN	ENSP00000341442	3	63652668	ortholog_one2many	1
ENSTGUG00000009427	ENSTGUT00000009839	ENSG00000154975	CA10	ENSP00000405388	17	51630313	ortholog_one2many	1
ENSTGUG00000009428	ENSTGUT00000009840	ENSG00000250644	AC068580.4	ENSP00000489910	11	1734821	ortholog_one2many	1
ENSTGUG00000009428	ENSTGUT00000009840	ENSG00000117984	CTSD	ENSP00000236671	11	1752755	ortholog_one2many	1
ENSTGUG00000009429	ENSTGUT00000009818	ENSG00000188817	SNTN	ENSP00000341442	3	63652668	ortholog_one2many	1
ENSTGUG00000009430	ENSTGUT00000009829	ENSG00000119946	CNNM1	ENSP00000349147	10	99329356	ortholog_one2one	1
ENSTGUG00000009431	ENSTGUT00000009828	ENSG00000163634	THOC7	ENSP00000295899	3	63833870	ortholog_one2one	1
ENSTGUG00000009432	ENSTGUT00000009855	ENSG00000130876	SLC7A10	ENSP00000253188	19	33208664	ortholog_one2many	1
ENSTGUG00000009433	ENSTGUT00000009859	ENSG00000127241	MASP1	ENSP00000296280	3	187217285	ortholog_one2one	1
ENSTGUG00000009434	ENSTGUT00000009824	ENSG00000153012	LGI2	ENSP00000371548	4	24998847	ortholog_one2one	1
ENSTGUG00000009435	ENSTGUT00000009822	ENSG00000205730	ITPRIPL2	ENSP00000370849	16	19113932	ortholog_one2one	1
ENSTGUG00000009436	ENSTGUT00000009833	ENSG00000103528	SYT17	ENSP00000347538	16	19167971	ortholog_one2one	1
ENSTGUG00000009437	ENSTGUT00000009832	ENSG00000111305	GSG1	ENSP00000405032	12	13083532	ortholog_one2one	1
ENSTGUG00000009438	ENSTGUT00000009837	ENSG00000181982	CCDC149	ENSP00000488929	4	24806117	ortholog_one2one	1
ENSTGUG00000009439	ENSTGUT00000009844	ENSG00000174442	ZWILCH	ENSP00000311429	15	66504959	ortholog_one2one	1
ENSTGUG00000009440	ENSTGUT00000009879	ENSG00000130177	CDC16	ENSP00000348554	13	114234887	ortholog_one2one	1
ENSTGUG00000009441	ENSTGUT00000009830	ENSG00000185231	MC2R	ENSP00000333821	18	13882044	ortholog_one2many	1
ENSTGUG00000009442	ENSTGUT00000009847	ENSG00000163636	PSMD6	ENSP00000418695	3	64010549	ortholog_one2one	1
ENSTGUG00000009443	ENSTGUT00000009836	ENSG00000176136	MC5R	ENSP00000468086	18	13824149	ortholog_one2one	1
ENSTGUG00000009444	ENSTGUT00000009848							
ENSTGUG00000009445	ENSTGUT00000009877	ENSG00000162390	ACOT11	ENSP00000360366	1	54542257	ortholog_one2one	1
ENSTGUG00000009446	ENSTGUT00000009842	ENSG00000134531	EMP1	ENSP00000256951	12	13196723	ortholog_one2one	1
ENSTGUG00000009447	ENSTGUT00000009835	ENSG00000261210	CLEC19A	ENSP00000490375	16	19285739	ortholog_one2one	1
ENSTGUG00000009448	ENSTGUT00000009846	ENSG00000164458	TBXT	ENSP00000296946	6	166157656	ortholog_one2one	1
ENSTGUG00000009449	ENSTGUT00000009861	ENSG00000157106	SMG1	ENSP00000402515	16	18804853	ortholog_one2one	1
ENSTGUG00000009450	ENSTGUT00000009862	ENSG00000101654	RNMT	ENSP00000466111	18	13726660	ortholog_one2many	1
ENSTGUG00000009451	ENSTGUT00000009838	ENSG00000109610	SOD3	ENSP00000371554	4	24789912	ortholog_one2one	1
ENSTGUG00000009452	ENSTGUT00000009874	ENSG00000109606	DHX15	ENSP00000336741	4	24517441	ortholog_one2one	1
ENSTGUG00000009453	ENSTGUT00000009849	ENSG00000141198	TOM1L1	ENSP00000460823	17	54899387	ortholog_one2one	1
ENSTGUG00000009454	ENSTGUT00000009841	ENSG00000244242	IFITM10	ENSP00000344430	11	1732406	ortholog_one2one	1
ENSTGUG00000009455	ENSTGUT00000009851	ENSG00000184545	DUSP8	ENSP00000380530	11	1554051	ortholog_one2one	1
ENSTGUG00000009456	ENSTGUT00000009866	ENSG00000273079	GRIN2B	ENSP00000477455	12	13437942	ortholog_one2one	1
ENSTGUG00000009457	ENSTGUT00000009854	ENSG00000188501	LCTL	ENSP00000343490	15	66547179	ortholog_one2many	1
ENSTGUG00000009458	ENSTGUT00000009872	ENSG00000089157	RPLP0	ENSP00000449328	12	120196699	ortholog_one2one	1
ENSTGUG00000009459	ENSTGUT00000009853	ENSG00000188452	CERKL	ENSP00000341159	2	181536672	ortholog_one2one	1
ENSTGUG00000009459	ENSTGUT00000009856	ENSG00000188452	CERKL	ENSP00000341159	2	181536672	ortholog_one2one	1
ENSTGUG00000009460	ENSTGUT00000009867	ENSG00000198818	SFT2D1	ENSP00000354590	6	166319728	ortholog_one2one	1
ENSTGUG00000009460	ENSTGUT00000009870	ENSG00000198818	SFT2D1	ENSP00000354590	6	166319728	ortholog_one2one	1
ENSTGUG00000009461	ENSTGUT00000009871	ENSG00000163637	PRICKLE2	ENSP00000492363	3	64092236	ortholog_one2one	1
ENSTGUG00000009462	ENSTGUT00000009873							
ENSTGUG00000009463	ENSTGUT00000009850							
ENSTGUG00000009464	ENSTGUT00000009852	ENSG00000166260	COX11	ENSP00000299335	17	54951902	ortholog_one2one	1
ENSTGUG00000009465	ENSTGUT00000009864	ENSG00000166263	STXBP4	ENSP00000365530	17	54968727	ortholog_one2one	1
ENSTGUG00000009466	ENSTGUT00000009858	ENSG00000182208	MOB2	ENSP00000328694	11	1469457	ortholog_one2one	1
ENSTGUG00000009467	ENSTGUT00000009857	ENSG00000137834	SMAD6	ENSP00000288840	15	66702236	ortholog_one2one	1
ENSTGUG00000009469	ENSTGUT00000009887	ENSG00000138434	ITPRID2	ENSP00000388731	2	181891730	ortholog_one2one	1
ENSTGUG00000009470	ENSTGUT00000009885							
ENSTGUG00000009471	ENSTGUT00000009891	ENSG00000174672	BRSK2	ENSP00000371614	11	1389899	ortholog_one2one	1
ENSTGUG00000009472	ENSTGUT00000009863	ENSG00000245848	CEBPA	ENSP00000427514	19	33299934	ortholog_one2one	1
ENSTGUG00000009473	ENSTGUT00000009865	ENSG00000198471	RTP2	ENSP00000350976	3	187698259	ortholog_one2many	0
ENSTGUG00000009473	ENSTGUT00000009865	ENSG00000188011	RTP5	ENSP00000345374	2	241869600	ortholog_one2many	0
ENSTGUG00000009474	ENSTGUT00000009868	ENSG00000153879	CEBPG	ENSP00000466022	19	33373685	ortholog_one2one	1
ENSTGUG00000009475	ENSTGUT00000009869	ENSG00000177150	FAM210A	ENSP00000323635	18	13663347	ortholog_one2one	1
ENSTGUG00000009476	ENSTGUT00000009875	ENSG00000272741	AC069257.3	ENSP00000405181	3	196248230	ortholog_one2many	1
ENSTGUG00000009476	ENSTGUT00000009875	ENSG00000213123	TCTEX1D2	ENSP00000324323	3	196291219	ortholog_one2many	1
ENSTGUG00000009477	ENSTGUT00000009883	ENSG00000155666	KDM8	ENSP00000398410	16	27203495	ortholog_one2one	1
ENSTGUG00000009477	ENSTGUT00000009884	ENSG00000155666	KDM8	ENSP00000398410	16	27203495	ortholog_one2one	1
ENSTGUG00000009478	ENSTGUT00000009880	ENSG00000108924	HLF	ENSP00000226067	17	55264960	ortholog_one2one	1
ENSTGUG00000009479	ENSTGUT00000009882	ENSG00000171681	ATF7IP	ENSP00000440440	12	14365632	ortholog_one2one	1
ENSTGUG00000009480	ENSTGUT00000009894	ENSG00000124299	PEPD	ENSP00000499117	19	33386950	ortholog_one2one	1
ENSTGUG00000009481	ENSTGUT00000009881	ENSG00000168675	LDLRAD4	ENSP00000352420	18	13217498	ortholog_one2one	1
ENSTGUG00000009482	ENSTGUT00000009876	ENSG00000060762	MPC1	ENSP00000354223	6	166364919	ortholog_one2one	1
ENSTGUG00000009483	ENSTGUT00000009945	ENSG00000163638	ADAMTS9	ENSP00000418735	3	64515654	ortholog_one2one	1
ENSTGUG00000009484	ENSTGUT00000009900	ENSG00000089159	PXN	ENSP00000267257	12	120210439	ortholog_one2one	1
ENSTGUG00000009485	ENSTGUT00000009936	ENSG00000107521	HPS1	ENSP00000326649	10	98416198	ortholog_one2one	1
ENSTGUG00000009486	ENSTGUT00000009888	ENSG00000161217	PCYT1A	ENSP00000292823	3	196214222	ortholog_one2one	1
ENSTGUG00000009487	ENSTGUT00000009904	ENSG00000109819	PPARGC1A	ENSP00000264867	4	23755041	ortholog_one2one	1
ENSTGUG00000009488	ENSTGUT00000009927	ENSG00000071242	RPS6KA2	ENSP00000422435	6	166409364	ortholog_one2one	1
ENSTGUG00000009489	ENSTGUT00000009878	ENSG00000162396	PARS2	ENSP00000360327	1	54756898	ortholog_one2one	1
ENSTGUG00000009490	ENSTGUT00000009896	ENSG00000116133	DHCR24	ENSP00000360316	1	54849627	ortholog_one2one	1
ENSTGUG00000009491	ENSTGUT00000009889	ENSG00000108960	MMD	ENSP00000262065	17	55392622	ortholog_one2one	1
ENSTGUG00000009492	ENSTGUT00000009901	ENSG00000101639	CEP192	ENSP00000427550	18	12991362	ortholog_one2one	1
ENSTGUG00000009492	ENSTGUT00000009906	ENSG00000101639	CEP192	ENSP00000427550	18	12991362	ortholog_one2one	1
ENSTGUG00000009493	ENSTGUT00000009905	ENSG00000169062	UPF3A	ENSP00000364448	13	114281601	ortholog_one2one	1
ENSTGUG00000009494	ENSTGUT00000009895	ENSG00000121316	PLBD1	ENSP00000240617	12	14503661	ortholog_one2one	1
ENSTGUG00000009495	ENSTGUT00000009898	ENSG00000169189	NSMCE1	ENSP00000355077	16	27224994	ortholog_one2one	1
ENSTGUG00000009496	ENSTGUT00000009886							
ENSTGUG00000009497	ENSTGUT00000009893	ENSG00000103591	AAGAB	ENSP00000261880	15	67201033	ortholog_one2many	1
ENSTGUG00000009498	ENSTGUT00000009890	ENSG00000150722	PPP1R1C	ENSP00000280295	2	181954241	ortholog_one2many	1
ENSTGUG00000009499	ENSTGUT00000009899	ENSG00000163959	SLC51A	ENSP00000296327	3	196211487	ortholog_one2one	1
ENSTGUG00000009500	ENSTGUT00000009892							
ENSTGUG00000009501	ENSTGUT00000009955	ENSG00000115252	PDE1A	ENSP00000410309	2	182140036	ortholog_one2one	1
ENSTGUG00000009502	ENSTGUT00000009902	ENSG00000141179	PCTP	ENSP00000460437	17	55750979	ortholog_one2many	1
ENSTGUG00000009503	ENSTGUT00000009915	ENSG00000078902	TOLLIP	ENSP00000314733	11	1274371	ortholog_one2one	1
ENSTGUG00000009504	ENSTGUT00000009917	ENSG00000103599	IQCH	ENSP00000336861	15	67254786	ortholog_one2one	1
ENSTGUG00000009505	ENSTGUT00000009897	ENSG00000124302	CHST8	ENSP00000262622	19	33621953	ortholog_one2one	1
ENSTGUG00000009506	ENSTGUT00000009941	ENSG00000070019	GUCY2C	ENSP00000261170	12	14612632	ortholog_one2one	1
ENSTGUG00000009507	ENSTGUT00000009920	ENSG00000169174	PCSK9	ENSP00000303208	1	55039548	ortholog_one2one	0
ENSTGUG00000009508	ENSTGUT00000009910	ENSG00000153885	KCTD15	ENSP00000394390	19	33795933	ortholog_one2one	1
ENSTGUG00000009509	ENSTGUT00000009907	ENSG00000077238	IL4R	ENSP00000379111	16	27313668	ortholog_one2one	0
ENSTGUG00000009510	ENSTGUT00000009948	ENSG00000072274	TFRC	ENSP00000376197	3	196027183	ortholog_one2one	1
ENSTGUG00000009511	ENSTGUT00000009903	ENSG00000166292	TMEM100	ENSP00000465638	17	55719627	ortholog_one2one	1
ENSTGUG00000009512	ENSTGUT00000009908	ENSG00000089163	SIRT4	ENSP00000202967	12	120302316	ortholog_one2one	1
ENSTGUG00000009513	ENSTGUT00000009911							
ENSTGUG00000009514	ENSTGUT00000009909							
ENSTGUG00000009515	ENSTGUT00000009919	ENSG00000198824	CHAMP1	ENSP00000496699	13	114314482	ortholog_one2one	1
ENSTGUG00000009516	ENSTGUT00000009912							
ENSTGUG00000009517	ENSTGUT00000009938	ENSG00000152990	ADGRA3	ENSP00000334952	4	22345071	ortholog_one2many	1
ENSTGUG00000009518	ENSTGUT00000009924	ENSG00000170890	PLA2G1B	ENSP00000312286	12	120322115	ortholog_one2one	1
ENSTGUG00000009519	ENSTGUT00000009918	ENSG00000103522	IL21R	ENSP00000338010	16	27402174	ortholog_one2one	1
ENSTGUG00000009520	ENSTGUT00000009925							
ENSTGUG00000009521	ENSTGUT00000009913	ENSG00000183691	NOG	ENSP00000328181	17	56593699	ortholog_one2one	1
ENSTGUG00000009522	ENSTGUT00000009916							
ENSTGUG00000009523	ENSTGUT00000009914	ENSG00000214226	C17orf67	ENSP00000380959	17	56791913	ortholog_one2one	1
ENSTGUG00000009524	ENSTGUT00000009926	ENSG00000153933	DGKE	ENSP00000284061	17	56834107	ortholog_one2one	1
ENSTGUG00000009525	ENSTGUT00000009929	ENSG00000085415	SEH1L	ENSP00000382779	18	12947133	ortholog_one2one	1
ENSTGUG00000009526	ENSTGUT00000009928							
ENSTGUG00000009527	ENSTGUT00000009921	ENSG00000189227	C15orf61	ENSP00000342254	15	67521131	ortholog_one2one	1
ENSTGUG00000009528	ENSTGUT00000009922							
ENSTGUG00000009529	ENSTGUT00000009923	ENSG00000186522	SEPT10	ENSP00000349116	2	109542799	ortholog_one2one	1
ENSTGUG00000009530	ENSTGUT00000009935	ENSG00000162402	USP24	ENSP00000294383	1	55066359	ortholog_one2many	1
